SECTION,Timestamp,Name,First preference,Second preference,Third preference,Fourth preference,,,,,,,,,
103,1/19/2023 16:15:01,,"103 - Thu 10-11am, 540 Cory",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,,
103,1/17/2023 15:02:45,,"103 - Thu 10-11am, 540 Cory",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,,
103,1/18/2023 19:58:41,,"103 - Thu 10-11am, 540 Cory",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,,
104,1/18/2023 14:56:28,,"104 - Wed 2-3pm, 320 Soda","101 - Wed 11am-12pm, 540 Cory","103 - Thu 10-11am, 540 Cory","102 - Fri 1-2pm, 310 Soda",,,,,,,,,
104,1/20/2023 16:15:57,,"104 - Wed 2-3pm, 320 Soda","101 - Wed 11am-12pm, 540 Cory","103 - Thu 10-11am, 540 Cory","102 - Fri 1-2pm, 310 Soda",,,,,,,,,
104,1/17/2023 23:55:44,,"104 - Wed 2-3pm, 320 Soda","103 - Thu 10-11am, 540 Cory","102 - Fri 1-2pm, 310 Soda",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,,
104,1/20/2023 23:45:04,,"104 - Wed 2-3pm, 320 Soda","103 - Thu 10-11am, 540 Cory",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,,
104,1/17/2023 21:11:16,,"104 - Wed 2-3pm, 320 Soda",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,,
104,1/23/2023 16:46:42,,"104 - Wed 2-3pm, 320 Soda","101 - Wed 11am-12pm, 540 Cory",I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,I have a schedule conflict which prevents me from attending other section times except for the one(s) listed as higher preferences,,,,,,,,Section Preference Counts,
,,,,,,,,,,,,,,101:,26
,,,,,,,,,,,,,,102:,20
,,,,,,,,,,,,,,103:,32
,,,,,,,,,,,,,,104:,38
